,index,Date/Time,Temp (C),Dew Point Temp (C),Rel Hum (%),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Weather
10756,1972,2012-03-23 04:00:00,9.2,6.3,82,7,25.0,101.76,Clear
10757,1973,2012-03-23 05:00:00,8.0,5.2,82,9,25.0,101.85,Clear
10758,1974,2012-03-23 06:00:00,6.6,2.9,77,7,25.0,101.9,Clear
10759,1975,2012-03-23 07:00:00,8.4,3.0,69,0,48.3,101.93,Clear
10760,1976,2012-03-23 08:00:00,11.3,1.8,52,0,48.3,101.93,Clear
10761,1977,2012-03-23 09:00:00,12.8,2.3,49,4,48.3,101.94,Clear
10762,1978,2012-03-23 10:00:00,14.5,0.1,37,17,48.3,101.93,Clear
10763,1979,2012-03-23 11:00:00,14.9,-3.0,29,15,48.3,101.87,Clear
10764,1980,2012-03-23 12:00:00,16.2,-2.5,28,11,48.3,101.81,Mainly Clear
10765,1981,2012-03-23 13:00:00,16.8,-2.3,27,7,48.3,101.71,Mostly Cloudy
10766,1982,2012-03-23 14:00:00,16.6,-6.8,19,15,48.3,101.66,Mostly Cloudy
10767,1983,2012-03-23 15:00:00,16.4,-6.8,20,15,48.3,101.63,Mostly Cloudy
10768,1984,2012-03-23 16:00:00,15.5,-9.0,18,22,48.3,101.6,Cloudy
10769,1985,2012-03-23 17:00:00,14.7,-5.1,25,13,48.3,101.62,Cloudy
10770,1986,2012-03-23 18:00:00,13.4,-5.8,26,13,48.3,101.64,Cloudy
10771,1987,2012-03-23 19:00:00,11.8,-5.5,29,11,25.0,101.68,Mostly Cloudy
10772,1988,2012-03-23 20:00:00,10.9,-5.9,30,6,25.0,101.72,Cloudy
10773,1989,2012-03-23 21:00:00,10.8,-8.0,26,15,25.0,101.7,Mostly Cloudy
10774,1990,2012-03-23 22:00:00,10.6,-8.9,24,19,25.0,101.73,Cloudy
10775,1991,2012-03-23 23:00:00,9.9,-8.7,26,19,25.0,101.78,Mostly Cloudy
10776,1992,2012-03-24 00:00:00,8.4,-9.1,28,22,25.0,101.8,Mostly Cloudy
10777,1993,2012-03-24 01:00:00,7.3,-9.4,29,20,25.0,101.85,Mainly Clear
10778,1994,2012-03-24 02:00:00,6.2,-10.6,29,19,25.0,101.86,Mostly Cloudy
10779,1995,2012-03-24 03:00:00,5.3,-9.4,34,22,25.0,101.86,Mostly Cloudy
10780,1996,2012-03-24 04:00:00,4.4,-8.9,37,13,25.0,101.88,Cloudy
10781,1997,2012-03-24 05:00:00,3.6,-8.5,41,19,25.0,101.89,Cloudy
10782,1998,2012-03-24 06:00:00,3.2,-8.8,41,19,24.1,101.93,Cloudy
10783,1999,2012-03-24 07:00:00,3.1,-9.3,40,15,24.1,101.97,Cloudy
10784,2000,2012-03-24 08:00:00,2.7,-9.4,40,19,24.1,101.98,Cloudy
10785,2001,2012-03-24 09:00:00,3.0,-11.2,34,22,48.3,101.94,Cloudy
10786,2002,2012-03-24 10:00:00,3.7,-9.5,37,22,48.3,101.89,Cloudy
10787,2003,2012-03-24 11:00:00,3.7,-11.1,33,22,48.3,101.86,Cloudy
10788,2004,2012-03-24 12:00:00,4.8,-10.3,33,19,48.3,101.8,Cloudy
10789,2005,2012-03-24 13:00:00,4.7,-10.9,31,19,48.3,101.74,Cloudy
10790,2006,2012-03-24 14:00:00,6.1,-8.7,34,9,48.3,101.68,Cloudy
10791,2007,2012-03-24 15:00:00,5.8,-9.8,32,4,48.3,101.61,Cloudy
10792,2008,2012-03-24 16:00:00,6.1,-9.5,32,7,48.3,101.53,Cloudy
10793,2009,2012-03-24 17:00:00,6.1,-10.3,30,13,48.3,101.47,Cloudy
10794,2010,2012-03-24 18:00:00,6.1,-9.9,31,13,48.3,101.46,Cloudy
10795,2011,2012-03-24 19:00:00,6.2,-8.4,34,13,25.0,101.38,Cloudy
10796,2012,2012-03-24 20:00:00,6.3,-7.4,37,9,25.0,101.35,Cloudy
10797,2013,2012-03-24 21:00:00,6.6,-8.1,34,9,25.0,101.28,Cloudy
10798,2014,2012-03-24 22:00:00,6.6,-7.8,35,11,25.0,101.22,Cloudy
10799,2015,2012-03-24 23:00:00,6.5,-7.2,37,7,25.0,101.15,Rain Showers
10800,2016,2012-03-25 00:00:00,5.8,-5.7,43,20,25.0,101.05,Rain
10801,2017,2012-03-25 01:00:00,5.9,-6.2,41,13,25.0,101.03,Cloudy
10802,2018,2012-03-25 02:00:00,5.9,-5.0,45,9,25.0,100.91,Rain Showers
10803,2019,2012-03-25 03:00:00,5.8,-4.2,49,7,25.0,100.84,Cloudy
10804,2020,2012-03-25 04:00:00,5.3,-4.3,50,19,25.0,100.79,Cloudy
10805,2021,2012-03-25 05:00:00,4.5,-2.9,59,11,25.0,100.73,Cloudy
10806,2022,2012-03-25 06:00:00,3.8,-0.9,71,15,24.1,100.76,Rain Showers
10807,2023,2012-03-25 07:00:00,2.5,0.9,89,17,24.1,100.76,Rain
10808,2024,2012-03-25 08:00:00,3.0,1.5,90,6,24.1,100.74,Rain
10809,2025,2012-03-25 09:00:00,3.1,2.0,92,0,6.4,100.71,"Rain,Fog"
10810,2026,2012-03-25 10:00:00,3.9,2.7,92,0,12.9,100.66,Cloudy
10811,2027,2012-03-25 11:00:00,5.2,3.6,89,6,16.1,100.58,Cloudy
10812,2028,2012-03-25 12:00:00,5.9,3.7,86,6,24.1,100.54,Cloudy
10813,2029,2012-03-25 13:00:00,6.6,4.0,83,6,24.1,100.47,Cloudy
10814,2030,2012-03-25 14:00:00,7.5,4.1,79,11,24.1,100.39,Cloudy
10815,2031,2012-03-25 15:00:00,7.6,4.6,81,9,24.1,100.29,Mostly Cloudy
10816,2032,2012-03-25 16:00:00,8.4,4.8,78,9,24.1,100.27,Cloudy
10817,2033,2012-03-25 17:00:00,9.2,5.3,77,7,24.1,100.26,Cloudy
10818,2034,2012-03-25 18:00:00,8.9,5.7,80,7,24.1,100.28,Mostly Cloudy
10819,2035,2012-03-25 19:00:00,8.7,5.2,79,4,25.0,100.25,Mainly Clear
10820,2036,2012-03-25 20:00:00,7.3,4.9,85,7,25.0,100.22,Mostly Cloudy
10821,2037,2012-03-25 21:00:00,8.2,5.7,84,13,25.0,100.21,Mainly Clear
10822,2038,2012-03-25 22:00:00,7.5,5.5,87,11,25.0,100.17,Mainly Clear
10823,2039,2012-03-25 23:00:00,6.4,4.8,89,11,25.0,100.12,Mostly Cloudy
10824,2040,2012-03-26 00:00:00,7.3,3.7,78,24,25.0,100.19,Rain Showers
10825,2041,2012-03-26 01:00:00,4.6,-1.9,63,33,25.0,100.29,Rain Showers
10826,2042,2012-03-26 02:00:00,2.6,-3.7,63,26,25.0,100.4,Cloudy
10827,2043,2012-03-26 03:00:00,0.8,-8.9,48,26,25.0,100.6,Mostly Cloudy
10828,2044,2012-03-26 04:00:00,-1.1,-10.4,49,22,25.0,100.74,Clear
10829,2045,2012-03-26 05:00:00,-1.9,-10.9,50,20,25.0,100.86,Clear
10830,2046,2012-03-26 06:00:00,-3.8,-13.4,47,32,24.1,101.03,Clear
10831,2047,2012-03-26 07:00:00,-3.8,-13.6,46,26,48.3,101.19,Mainly Clear
10832,2048,2012-03-26 08:00:00,-4.0,-12.6,51,26,48.3,101.27,Mostly Cloudy
10833,2049,2012-03-26 09:00:00,-3.0,-13.1,46,22,48.3,101.33,Mainly Clear
10834,2050,2012-03-26 10:00:00,-2.1,-13.0,43,26,48.3,101.32,Mainly Clear
10835,2051,2012-03-26 11:00:00,-0.6,-11.4,44,28,48.3,101.3,Mainly Clear
10836,2052,2012-03-26 12:00:00,0.2,-11.4,41,30,48.3,101.28,Mainly Clear
10837,2053,2012-03-26 13:00:00,0.6,-12.6,36,28,48.3,101.26,Mainly Clear
10838,2054,2012-03-26 14:00:00,1.3,-13.3,33,28,48.3,101.24,Mainly Clear
10839,2055,2012-03-26 15:00:00,1.4,-14.8,29,30,48.3,101.26,Mainly Clear
10840,2056,2012-03-26 16:00:00,1.3,-15.7,27,30,48.3,101.29,Clear
10841,2057,2012-03-26 17:00:00,1.2,-16.3,26,32,48.3,101.34,Clear
10842,2058,2012-03-26 18:00:00,0.1,-17.3,26,24,48.3,101.43,Clear
10843,2059,2012-03-26 19:00:00,-0.7,-18.0,26,28,25.0,101.56,Clear
10844,2060,2012-03-26 20:00:00,-1.4,-18.7,25,28,25.0,101.68,Clear
10845,2061,2012-03-26 21:00:00,-2.3,-18.4,28,24,25.0,101.79,Clear
10846,2062,2012-03-26 22:00:00,-2.9,-17.8,31,28,25.0,101.84,Clear
10847,2063,2012-03-26 23:00:00,-3.6,-17.4,33,26,25.0,101.9,Clear
10848,2064,2012-03-27 00:00:00,-4.3,-17.6,35,22,25.0,101.94,Clear
10849,2065,2012-03-27 01:00:00,-5.0,-17.7,36,19,25.0,101.96,Clear
10850,2066,2012-03-27 02:00:00,-5.4,-16.8,40,17,25.0,102.02,Clear
10851,2067,2012-03-27 03:00:00,-6.0,-17.0,41,17,25.0,102.06,Clear
10852,2068,2012-03-27 04:00:00,-6.5,-17.3,42,13,25.0,102.14,Clear
10853,2069,2012-03-27 05:00:00,-7.4,-16.4,49,11,25.0,102.24,Clear
10854,2070,2012-03-27 06:00:00,-7.5,-16.4,49,9,48.3,102.31,Clear
10855,2071,2012-03-27 07:00:00,-6.1,-17.7,39,9,48.3,102.39,Clear
10856,2072,2012-03-27 08:00:00,-5.1,-18.7,34,13,48.3,102.41,Clear
10857,2073,2012-03-27 09:00:00,-4.3,-20.3,27,9,48.3,102.44,Clear
10858,2074,2012-03-27 10:00:00,-2.5,-21.7,21,0,48.3,102.48,Clear
10859,2075,2012-03-27 11:00:00,-1.6,-20.6,22,6,48.3,102.43,Clear
10860,2076,2012-03-27 12:00:00,0.2,-16.7,27,9,48.3,102.31,Clear
10861,2077,2012-03-27 13:00:00,1.0,-16.1,27,6,48.3,102.2,Mainly Clear
10862,2078,2012-03-27 14:00:00,1.7,-18.4,21,13,48.3,102.06,Mainly Clear
10863,2079,2012-03-27 15:00:00,2.1,-16.5,24,15,48.3,101.98,Mainly Clear
10864,2080,2012-03-27 16:00:00,2.7,-13.0,30,17,48.3,101.93,Mostly Cloudy
10865,2081,2012-03-27 17:00:00,2.7,-12.3,32,19,48.3,101.88,Mostly Cloudy
10866,2082,2012-03-27 18:00:00,2.6,-11.9,33,15,48.3,101.79,Mostly Cloudy
10867,2083,2012-03-27 19:00:00,2.8,-11.7,33,11,25.0,101.74,Mostly Cloudy
10868,2084,2012-03-27 20:00:00,2.6,-11.4,35,13,25.0,101.68,Cloudy
10869,2085,2012-03-27 21:00:00,2.1,-10.7,38,9,25.0,101.67,Cloudy
10870,2086,2012-03-27 22:00:00,1.0,-10.1,43,20,25.0,101.47,Cloudy
10871,2087,2012-03-27 23:00:00,1.0,-10.8,41,13,25.0,101.44,Cloudy
10872,2088,2012-03-28 00:00:00,1.0,-10.8,41,6,16.1,101.58,Snow
10873,2089,2012-03-28 01:00:00,-1.1,-4.5,78,11,16.1,101.39,Snow
10874,2090,2012-03-28 02:00:00,-1.0,-4.8,75,13,9.7,101.28,Snow
10875,2091,2012-03-28 03:00:00,-1.6,-4.1,83,20,25.0,101.08,Snow
10876,2092,2012-03-28 04:00:00,-1.5,-3.8,84,20,25.0,100.88,Snow
10877,2093,2012-03-28 05:00:00,-1.0,-3.9,81,19,25.0,100.68,Cloudy
10878,2094,2012-03-28 06:00:00,-0.3,-3.5,79,20,24.1,100.51,Snow
10879,2095,2012-03-28 07:00:00,0.5,-2.7,79,22,24.1,100.4,Snow
10880,2096,2012-03-28 08:00:00,0.8,-2.9,76,19,8.0,100.25,"Snow,Ice Pellets"
10881,2097,2012-03-28 09:00:00,2.1,-3.3,67,15,48.3,100.08,Cloudy
10882,2098,2012-03-28 10:00:00,2.3,-3.3,66,11,48.3,99.94,Cloudy
10883,2099,2012-03-28 11:00:00,2.8,-2.1,70,13,48.3,99.74,Cloudy
10884,2100,2012-03-28 12:00:00,3.8,-3.2,60,7,48.3,99.64,Cloudy
10885,2101,2012-03-28 13:00:00,4.3,-2.9,59,9,48.3,99.51,Cloudy
10886,2102,2012-03-28 14:00:00,4.4,-1.2,67,13,24.1,99.45,Rain
10887,2103,2012-03-28 15:00:00,2.5,0.6,87,19,19.3,99.42,Rain
10888,2104,2012-03-28 16:00:00,2.2,0.7,90,20,12.9,99.48,Rain
10889,2105,2012-03-28 17:00:00,1.5,0.2,91,19,16.1,99.53,Drizzle
10890,2106,2012-03-28 18:00:00,1.3,-0.2,90,13,16.1,99.63,Drizzle
10891,2107,2012-03-28 19:00:00,1.3,-0.2,90,11,12.9,99.74,Cloudy
10892,2108,2012-03-28 20:00:00,1.2,-0.3,90,13,9.7,99.86,Fog
10893,2109,2012-03-28 21:00:00,1.0,-0.5,90,15,9.7,99.92,Fog
10894,2110,2012-03-28 22:00:00,1.0,-0.7,88,13,9.7,99.95,Fog
10895,2111,2012-03-28 23:00:00,0.8,-1.0,88,17,11.3,99.99,Cloudy
10896,2112,2012-03-29 00:00:00,0.6,-1.2,88,15,12.9,100.05,Cloudy
10897,2113,2012-03-29 01:00:00,0.5,-1.5,86,11,12.9,100.12,Cloudy
10898,2114,2012-03-29 02:00:00,0.4,-1.8,85,17,25.0,100.15,Cloudy
10899,2115,2012-03-29 03:00:00,0.5,-1.9,84,11,25.0,100.19,Cloudy
10900,2116,2012-03-29 04:00:00,0.6,-2.1,82,11,25.0,100.27,Cloudy
10901,2117,2012-03-29 05:00:00,0.6,-2.1,82,9,25.0,100.35,Snow
10902,2118,2012-03-29 06:00:00,0.7,-1.9,83,6,24.1,100.44,Snow
10903,2119,2012-03-29 07:00:00,0.8,-1.6,84,7,24.1,100.52,Snow
10904,2120,2012-03-29 08:00:00,1.5,-1.1,83,6,16.1,100.59,Snow
10905,2121,2012-03-29 09:00:00,2.5,-1.2,77,9,24.1,100.64,Snow
10906,2122,2012-03-29 10:00:00,3.2,-2.4,67,13,24.1,100.7,Cloudy
10907,2123,2012-03-29 11:00:00,3.6,-2.2,66,9,24.1,100.71,Cloudy
10908,2124,2012-03-29 12:00:00,3.9,-2.2,64,6,24.1,100.71,Cloudy
10909,2125,2012-03-29 13:00:00,4.2,-2.5,62,13,24.1,100.72,Cloudy
10910,2126,2012-03-29 14:00:00,4.0,-2.8,61,15,24.1,100.76,Cloudy
10911,2127,2012-03-29 15:00:00,4.1,-3.5,58,19,24.1,100.81,Cloudy
10912,2128,2012-03-29 16:00:00,3.9,-2.8,62,13,24.1,100.87,Cloudy
10913,2129,2012-03-29 17:00:00,3.5,-4.1,57,24,24.1,100.92,Cloudy
10914,2130,2012-03-29 18:00:00,3.4,-5.6,52,20,24.1,100.97,Mostly Cloudy
10915,2131,2012-03-29 19:00:00,2.9,-5.6,54,19,25.0,101.01,Cloudy
10916,2132,2012-03-29 20:00:00,2.2,-4.7,60,19,25.0,101.07,Cloudy
10917,2133,2012-03-29 21:00:00,1.9,-6.3,55,24,25.0,101.11,Mostly Cloudy
10918,2134,2012-03-29 22:00:00,1.4,-7.4,52,17,25.0,101.14,Mostly Cloudy
10919,2135,2012-03-29 23:00:00,0.8,-8.2,51,24,25.0,101.17,Mostly Cloudy
10920,2136,2012-03-30 00:00:00,0.1,-9.1,50,19,25.0,101.18,Mostly Cloudy
10921,2137,2012-03-30 01:00:00,-1.0,-9.8,51,20,25.0,101.21,Mainly Clear
10922,2138,2012-03-30 02:00:00,-2.2,-9.7,56,15,25.0,101.22,Clear
10923,2139,2012-03-30 03:00:00,-3.5,-11.4,54,19,25.0,101.25,Mainly Clear
10924,2140,2012-03-30 04:00:00,-4.3,-10.8,60,4,25.0,101.33,Mainly Clear
10925,2141,2012-03-30 05:00:00,-5.1,-10.4,66,11,24.1,101.32,Clear
10926,2142,2012-03-30 06:00:00,-4.8,-10.8,63,13,48.3,101.39,Clear
10927,2143,2012-03-30 07:00:00,-4.3,-10.9,60,15,48.3,101.52,Clear
10928,2144,2012-03-30 08:00:00,-3.0,-10.4,57,11,48.3,101.56,Clear
10929,2145,2012-03-30 09:00:00,-2.0,-10.1,54,13,48.3,101.63,Clear
10930,2146,2012-03-30 10:00:00,-0.8,-9.5,52,9,48.3,101.62,Clear
10931,2147,2012-03-30 11:00:00,0.9,-9.6,45,4,48.3,101.57,Mostly Cloudy
10932,2148,2012-03-30 12:00:00,1.6,-8.0,49,17,48.3,101.52,Mainly Clear
10933,2149,2012-03-30 13:00:00,3.1,-9.1,40,6,48.3,101.38,Mainly Clear
10934,2150,2012-03-30 14:00:00,4.4,-8.8,38,17,48.3,101.3,Mainly Clear
10935,2151,2012-03-30 15:00:00,4.8,-8.9,36,17,48.3,101.26,Mostly Cloudy
10936,2152,2012-03-30 16:00:00,4.8,-9.3,35,15,48.3,101.26,Mostly Cloudy
10937,2153,2012-03-30 17:00:00,4.4,-8.6,38,15,48.3,101.24,Mostly Cloudy
10938,2154,2012-03-30 18:00:00,3.9,-7.9,42,11,24.1,101.26,Mostly Cloudy
10939,2155,2012-03-30 19:00:00,3.1,-6.7,49,7,25.0,101.29,Mostly Cloudy
10940,2156,2012-03-30 20:00:00,3.0,-8.4,43,7,25.0,101.3,Mostly Cloudy
10941,2157,2012-03-30 21:00:00,1.7,-9.0,45,4,25.0,101.32,Cloudy
10942,2158,2012-03-30 22:00:00,0.4,-8.1,53,0,25.0,101.3,Mostly Cloudy
10943,2159,2012-03-30 23:00:00,1.4,-7.7,51,6,25.0,101.34,Mainly Clear
10944,2160,2012-03-31 00:00:00,1.5,-8.6,47,13,25.0,101.33,Mostly Cloudy
10945,2161,2012-03-31 01:00:00,1.3,-9.6,44,13,25.0,101.31,Mostly Cloudy
10946,2162,2012-03-31 02:00:00,1.3,-9.7,44,11,25.0,101.29,Cloudy
10947,2163,2012-03-31 03:00:00,0.7,-8.8,49,13,25.0,101.3,Cloudy
10948,2164,2012-03-31 04:00:00,-0.9,-8.5,56,13,25.0,101.32,Cloudy
10949,2165,2012-03-31 05:00:00,-0.6,-9.2,52,13,25.0,101.3,Cloudy
10950,2166,2012-03-31 06:00:00,-0.5,-9.2,52,15,48.3,101.32,Cloudy
10951,2167,2012-03-31 07:00:00,-0.3,-9.2,51,19,48.3,101.32,Cloudy
10952,2168,2012-03-31 08:00:00,0.7,-8.5,50,17,48.3,101.33,Cloudy
10953,2169,2012-03-31 09:00:00,1.5,-7.8,50,17,48.3,101.34,Mostly Cloudy
10954,2170,2012-03-31 10:00:00,2.9,-8.1,44,15,48.3,101.3,Mainly Clear
10955,2171,2012-03-31 11:00:00,4.6,-9.7,35,7,48.3,101.24,Clear
10956,2172,2012-03-31 12:00:00,6.4,-7.1,37,11,48.3,101.16,Clear
10957,2173,2012-03-31 13:00:00,6.5,-9.7,30,9,48.3,101.08,Clear
10958,2174,2012-03-31 14:00:00,7.7,-8.5,31,4,48.3,101.01,Mainly Clear
10959,2175,2012-03-31 15:00:00,7.7,-8.6,30,6,48.3,100.94,Mainly Clear
10960,2176,2012-03-31 16:00:00,8.4,-7.7,31,4,48.3,100.89,Mainly Clear
10961,2177,2012-03-31 17:00:00,7.9,-8.1,31,6,48.3,100.88,Mainly Clear
10962,2178,2012-03-31 18:00:00,7.0,-8.2,33,7,48.3,100.87,Mainly Clear
10963,2179,2012-03-31 19:00:00,5.9,-8.0,36,4,25.0,100.88,Clear
10964,2180,2012-03-31 20:00:00,4.4,-7.2,43,9,25.0,100.85,Clear
10965,2181,2012-03-31 21:00:00,2.6,-6.3,52,7,25.0,100.86,Clear
10966,2182,2012-03-31 22:00:00,2.7,-6.7,50,0,25.0,100.82,Clear
10967,2183,2012-03-31 23:00:00,1.5,-6.9,54,0,25.0,100.79,Clear
10968,2184,2012-04-01 00:00:00,0.4,-6.6,59,0,25.0,100.75,Clear
10969,2185,2012-04-01 01:00:00,-1.5,-7.3,65,4,25.0,100.77,Clear
10970,2186,2012-04-01 02:00:00,0.1,-6.9,59,0,25.0,100.7,Clear
10971,2187,2012-04-01 03:00:00,-1.0,-6.2,68,0,25.0,100.67,Clear
10972,2188,2012-04-01 04:00:00,-1.0,-5.3,73,0,25.0,100.66,Mainly Clear
10973,2189,2012-04-01 05:00:00,-0.4,-4.5,74,4,25.0,100.65,Mostly Cloudy
10974,2190,2012-04-01 06:00:00,0.5,-3.2,76,6,48.3,100.62,Cloudy
10975,2191,2012-04-01 07:00:00,1.2,-3.6,70,6,48.3,100.6,Cloudy
10976,2192,2012-04-01 08:00:00,3.2,-4.5,57,11,48.3,100.53,Cloudy
10977,2193,2012-04-01 09:00:00,3.7,-3.9,58,9,48.3,100.49,Cloudy
10978,2194,2012-04-01 10:00:00,4.1,-2.8,61,7,48.3,100.46,Cloudy
10979,2195,2012-04-01 11:00:00,4.8,-0.3,70,4,24.1,100.43,Rain Showers
10980,2196,2012-04-01 12:00:00,5.8,0.2,67,0,24.1,100.35,Rain
10981,2197,2012-04-01 13:00:00,5.9,0.0,66,7,24.1,100.24,Rain
10982,2198,2012-04-01 14:00:00,4.7,1.1,77,9,24.1,100.2,Rain
10983,2199,2012-04-01 15:00:00,3.8,1.5,85,19,24.1,100.14,Rain
10984,2200,2012-04-01 16:00:00,3.0,0.7,85,17,24.1,100.1,Rain
10985,2201,2012-04-01 17:00:00,2.8,0.5,85,22,24.1,100.12,Rain
10986,2202,2012-04-01 18:00:00,2.5,0.3,85,11,24.1,100.11,Rain
10987,2203,2012-04-01 19:00:00,2.6,0.2,84,0,25.0,100.14,Rain
10988,2204,2012-04-01 20:00:00,2.6,0.2,84,11,19.3,100.18,Rain
10989,2205,2012-04-01 21:00:00,2.6,0.7,87,13,16.1,100.21,Rain
10990,2206,2012-04-01 22:00:00,2.5,0.7,88,13,25.0,100.22,Cloudy
10991,2207,2012-04-01 23:00:00,2.0,0.3,88,7,25.0,100.21,Cloudy
10992,2208,2012-04-02 00:00:00,0.4,-1.2,89,11,16.1,100.22,Mainly Clear
10993,2209,2012-04-02 01:00:00,-0.1,-1.4,91,7,9.7,100.27,Fog
10994,2210,2012-04-02 02:00:00,-0.4,-1.8,90,0,12.9,100.31,Clear
10995,2211,2012-04-02 03:00:00,-1.4,-2.8,90,0,8.0,100.33,Fog
10996,2212,2012-04-02 04:00:00,-1.2,-2.2,93,4,9.7,100.38,Fog
10997,2213,2012-04-02 05:00:00,-1.7,-2.5,94,6,25.0,100.47,Clear
10998,2214,2012-04-02 06:00:00,-1.8,-3.5,88,6,24.1,100.56,Clear
10999,2215,2012-04-02 07:00:00,0.2,-2.1,84,6,48.3,100.65,Clear
11000,2216,2012-04-02 08:00:00,2.1,-4.5,62,13,48.3,100.69,Clear
11001,2217,2012-04-02 09:00:00,3.4,-7.3,45,22,48.3,100.72,Clear
11002,2218,2012-04-02 10:00:00,4.5,-8.5,38,28,48.3,100.73,Clear
11003,2219,2012-04-02 11:00:00,4.6,-7.8,40,24,48.3,100.72,Clear
11004,2220,2012-04-02 12:00:00,6.2,-7.8,36,17,48.3,100.65,Clear
11005,2221,2012-04-02 13:00:00,6.7,-7.2,36,24,48.3,100.64,Clear
11006,2222,2012-04-02 14:00:00,7.3,-8.5,32,26,48.3,100.62,Clear
11007,2223,2012-04-02 15:00:00,7.9,-10.0,27,19,48.3,100.6,Clear
11008,2224,2012-04-02 16:00:00,7.9,-12.0,23,28,48.3,100.59,Clear
11009,2225,2012-04-02 17:00:00,8.0,-12.2,22,30,48.3,100.61,Mainly Clear
11010,2226,2012-04-02 18:00:00,6.9,-13.6,22,19,48.3,100.65,Clear
11011,2227,2012-04-02 19:00:00,4.9,-12.6,27,13,25.0,100.69,Clear
11012,2228,2012-04-02 20:00:00,3.5,-13.1,28,13,25.0,100.75,Clear
11013,2229,2012-04-02 21:00:00,3.1,-13.0,30,11,25.0,100.78,Clear
11014,2230,2012-04-02 22:00:00,0.6,-12.8,36,9,25.0,100.84,Clear
11015,2231,2012-04-02 23:00:00,1.0,-12.8,35,13,25.0,100.83,Clear
11016,2232,2012-04-03 00:00:00,-0.3,-11.9,41,6,25.0,100.84,Clear
11017,2233,2012-04-03 01:00:00,-1.1,-11.4,45,9,25.0,100.86,Clear
11018,2234,2012-04-03 02:00:00,-0.9,-13.2,39,6,25.0,100.84,Clear
11019,2235,2012-04-03 03:00:00,-3.0,-12.0,50,9,25.0,100.87,Clear
11020,2236,2012-04-03 04:00:00,-2.1,-11.8,47,13,25.0,100.92,Clear
11021,2237,2012-04-03 05:00:00,-2.6,-12.4,47,6,25.0,100.99,Clear
11022,2238,2012-04-03 06:00:00,-2.0,-12.4,45,6,48.3,101.03,Clear
11023,2239,2012-04-03 07:00:00,0.3,-11.3,41,11,48.3,101.09,Clear
11024,2240,2012-04-03 08:00:00,1.7,-11.7,36,19,48.3,101.08,Clear
11025,2241,2012-04-03 09:00:00,2.5,-11.0,36,15,48.3,101.07,Clear
11026,2242,2012-04-03 10:00:00,4.3,-10.3,34,17,48.3,100.98,Clear
11027,2243,2012-04-03 11:00:00,6.4,-9.1,32,11,48.3,100.91,Mainly Clear
11028,2244,2012-04-03 12:00:00,7.1,-8.6,32,11,48.3,100.82,Mostly Cloudy
11029,2245,2012-04-03 13:00:00,8.7,-9.1,27,11,48.3,100.76,Mostly Cloudy
11030,2246,2012-04-03 14:00:00,10.0,-8.9,25,13,48.3,100.65,Mostly Cloudy
11031,2247,2012-04-03 15:00:00,10.9,-9.0,24,24,48.3,100.54,Mainly Clear
11032,2248,2012-04-03 16:00:00,10.8,-9.1,24,30,48.3,100.51,Mainly Clear
11033,2249,2012-04-03 17:00:00,9.7,-9.0,26,28,48.3,100.52,Mostly Cloudy
11034,2250,2012-04-03 18:00:00,8.9,-9.6,26,20,48.3,100.49,Mostly Cloudy
11035,2251,2012-04-03 19:00:00,8.4,-9.7,27,13,25.0,100.5,Cloudy
11036,2252,2012-04-03 20:00:00,7.8,-9.2,29,9,25.0,100.42,Mostly Cloudy
11037,2253,2012-04-03 21:00:00,7.1,-8.2,33,7,25.0,100.36,Mostly Cloudy
11038,2254,2012-04-03 22:00:00,6.9,-8.5,32,11,25.0,100.34,Cloudy
11039,2255,2012-04-03 23:00:00,6.9,-9.2,31,11,25.0,100.29,Cloudy
11040,2256,2012-04-04 00:00:00,6.0,-8.2,35,9,25.0,100.22,Mostly Cloudy
11041,2257,2012-04-04 01:00:00,5.6,-8.6,35,4,25.0,100.2,Cloudy
11042,2258,2012-04-04 02:00:00,6.0,-7.8,36,9,25.0,100.15,Mostly Cloudy
11043,2259,2012-04-04 03:00:00,5.4,-4.1,50,11,25.0,100.05,Mostly Cloudy
11044,2260,2012-04-04 04:00:00,5.2,-3.6,53,7,25.0,100.01,Mostly Cloudy
11045,2261,2012-04-04 05:00:00,4.6,-2.8,59,9,24.1,99.94,Mostly Cloudy
11046,2262,2012-04-04 06:00:00,4.2,-3.0,59,11,48.3,99.89,Mostly Cloudy
11047,2263,2012-04-04 07:00:00,4.8,-4.1,52,17,48.3,99.85,Mostly Cloudy
11048,2264,2012-04-04 08:00:00,5.5,-5.9,44,20,48.3,99.83,Mostly Cloudy
11049,2265,2012-04-04 09:00:00,6.5,-6.5,39,28,48.3,99.83,Mostly Cloudy
11050,2266,2012-04-04 10:00:00,8.7,-3.7,41,30,48.3,99.78,Mainly Clear
11051,2267,2012-04-04 11:00:00,9.3,-2.6,43,28,48.3,99.75,Mainly Clear
11052,2268,2012-04-04 12:00:00,8.9,-2.9,43,24,48.3,99.71,Mostly Cloudy
11053,2269,2012-04-04 13:00:00,8.7,-3.5,42,33,24.1,99.71,Cloudy
11054,2270,2012-04-04 14:00:00,8.5,-3.4,43,26,24.1,99.72,Cloudy
11055,2271,2012-04-04 15:00:00,8.0,-3.2,45,26,24.1,99.75,Cloudy
